FromOtherCounty10,ToOtherState10,highschool_r10,65to74_10,county_name,state_fips,HighSchool10,CountyFIPS,Black10,Population10,black_r10,State10,BornInState10,Agriculture10,Management10,MedianAge10,Tenure10,hisp_r10,Bachelor10,SameHouse10,Hispanic10,White10,ToOtherCounty10,univ_r10,CountyState10,Owner10,MedianIncome10,homeowner_r10,FromOtherState10,Manufacture10,white_r10,18to24_10,Foodstamp10
442,85,0.23319577138334557,1540,Chickasaw County,28,4125,017,7362,17689,0.41619085307253095,Mississippi,15291,144,1349,37.4,6775,0.03182768952456329,1263,15108,563,9443,1070,0.07140030527446435,"Chickasaw County, Mississippi",4857,17045,0.71690036900369,250,2600,0.5338345864661654,1619,0
340,207,0.2764976958525346,791,Choctaw County,28,2400,019,2775,8680,0.3197004608294931,Mississippi,7350,267,833,41.6,3593,0.0002304147465437788,645,7541,2,5869,649,0.07430875576036866,"Choctaw County, Mississippi",2762,18996,0.7687169496242694,136,547,0.6761520737327189,684,0
474,166,0.2113215149073328,677,Claiborne County,28,2098,021,8404,9928,0.8464947622884771,Mississippi,8887,87,734,32.8,3308,0.0008058017727639,1014,8677,8,1473,683,0.10213537469782434,"Claiborne County, Mississippi",2614,13539,0.7902055622732769,243,601,0.1483682514101531,1682,0
558,269,0.254878629224179,1511,Clarke County,28,4284,023,5906,16808,0.35138029509757257,Mississippi,13915,605,1380,39.3,6787,0.0023203236554021896,925,15309,39,10753,576,0.05503331746787244,"Clarke County, Mississippi",5296,17186,0.7803153086783556,46,1164,0.6397548786292242,1378,0
815,198,0.2102188382895178,1591,Clay County,28,4390,025,12069,20883,0.5779342048556242,Mississippi,17778,206,2202,37.5,7857,0.0028731504094239332,2451,17827,60,8467,1074,0.11736819422496768,"Clay County, Mississippi",5614,17856,0.7145220822196767,353,1586,0.40544940860987405,1900,0
839,594,0.17210749222293018,1694,Coahoma County,28,4592,027,19873,26681,0.7448371500318579,Mississippi,23091,472,2315,32.2,9351,0.011131516809714779,2254,22585,297,6203,1321,0.08447959221918219,"Coahoma County, Mississippi",5331,15061,0.5700994546037856,389,581,0.23248753794835275,2924,8
836,263,0.20060296060431557,2172,Copiah County,28,5922,029,15045,29521,0.5096372074116731,Mississippi,25357,443,2717,36.1,10275,0.023576437112563936,2645,26357,696,13537,810,0.0895972358659937,"Copiah County, Mississippi",8037,18068,0.7821897810218978,315,2121,0.45855492700111783,3338,0
606,232,0.23209081147415248,1521,Covington County,28,4539,031,6742,19557,0.3447359001891906,Mississippi,16440,366,2157,36.8,7257,0.0147773175844966,1996,17642,289,12267,667,0.10206064324794191,"Covington County, Mississippi",6071,19125,0.8365715860548436,102,1560,0.6272434422457432,1657,0
2856,6211,0.20014219694276572,9247,DeSoto County,28,30965,033,29838,154715,0.19285783537472126,Mississippi,42446,561,24322,34.8,55768,0.04580680606276056,20846,128780,7087,112013,2507,0.13473806676792813,"DeSoto County, Mississippi",43239,29484,0.7753371108879644,8618,8271,0.723995734091717,12137,31
5283,2606,0.16805761206084263,4502,Forrest County,28,12485,035,26494,74290,0.35662942522546776,Mississippi,54321,499,10586,30.8,28115,0.031834701844124375,11420,58525,2365,44224,4927,0.15372190065957733,"Forrest County, Mississippi",16368,17329,0.5821803307842789,2223,2928,0.5952887333423071,12473,0
96,227,0.23997539975399754,701,Franklin County,28,1951,037,2871,8130,0.35313653136531364,Mississippi,7061,262,834,40.7,2995,0.0004920049200492004,705,7358,4,5211,402,0.08671586715867159,"Franklin County, Mississippi",2569,17677,0.857762938230384,177,317,0.6409594095940959,722,0
487,444,0.2863877430760165,1640,George County,28,6318,039,1877,22061,0.0850822718825076,Mississippi,13806,558,2158,35.4,7858,0.021123249172748288,1557,19153,466,19478,865,0.0705770363990753,"George County, Mississippi",6522,21685,0.8299821837617715,552,1603,0.8829155523321699,1916,0
1699,164,0.2909558141194946,824,Greene County,28,4076,041,3539,14009,0.2526233135841245,Mississippi,10516,315,988,35.8,4181,0.012563352130773075,782,11401,176,10128,968,0.05582125776286673,"Greene County, Mississippi",3732,17459,0.8926094235828749,286,274,0.7229638089799415,1534,0
987,498,0.19292706030944112,1753,Grenada County,28,4277,043,9164,22169,0.4133700212007759,Mississippi,18509,122,2538,38.5,8945,0.00888628264693942,2725,17715,197,12583,665,0.12291939194370517,"Grenada County, Mississippi",5857,17904,0.6547792062604807,391,2148,0.5675943885606026,1858,10
1999,2504,0.21408696472363706,3732,Hancock County,28,9079,045,2955,42408,0.06968024900962083,Mississippi,18880,221,5302,40.8,15818,0.03301263912469345,6239,32853,1400,36647,1282,0.1471184682135446,"Hancock County, Mississippi",11926,21766,0.75395119484132,1183,1854,0.8641529900018864,3412,0
6545,12310,0.18879372466183694,12092,Harrison County,28,34321,047,39612,181791,0.21789857583708763,Mississippi,98036,517,23386,35.8,66990,0.04736758145342729,23584,141316,8611,124006,6853,0.1297313948435291,"Harrison County, Mississippi",44542,23139,0.664905209732796,9270,5493,0.6821349791793874,19457,101
7801,7756,0.15071504915327938,14034,Hinds County,28,37086,049,166884,246067,0.6782055293883373,Mississippi,200839,1018,34415,32.8,88201,0.014081530640028934,41015,197368,3465,72386,9259,0.16668224507959215,"Hinds County, Mississippi",53755,20666,0.6094602102016984,4938,7562,0.29417191252788877,29194,0
714,144,0.19523396438230342,1296,Holmes County,28,3826,051,16168,19597,0.8250242384038373,Mississippi,17396,328,1450,31.9,6739,0.0007654232790733276,1285,17287,15,3246,1195,0.06557126090728173,"Holmes County, Mississippi",4841,13380,0.7183558391452738,233,1510,0.1656375975914681,2347,0
212,271,0.17866805411030176,694,Humphreys County,28,1717,053,7214,9610,0.7506763787721124,Mississippi,8620,513,775,34.8,3364,0.016129032258064516,675,8162,155,2274,138,0.07023933402705515,"Humphreys County, Mississippi",2098,13527,0.6236623067776457,86,287,0.23662851196670134,929,0
157,12,0.2514527205493925,145,Issaquena County,28,476,055,1141,1893,0.6027469624933968,Mississippi,1582,131,94,36.2,587,0.0,52,1498,0,752,292,0.02746962493396725,"Issaquena County, Mississippi",383,14390,0.6524701873935264,67,11,0.3972530375066033,171,0
1260,395,0.2116250160744138,2054,Itawamba County,28,4937,057,1453,23329,0.06228299541343393,Mississippi,17831,289,2466,38.4,8907,0.01123065712203695,1885,20316,262,21321,1365,0.08080072013373912,"Itawamba County, Mississippi",7116,20708,0.7989221960255979,451,2518,0.9139268721333962,2607,2
4022,5867,0.2185553172553654,9925,Jackson County,28,29960,059,29766,137082,0.2171401059220029,Mississippi,79336,946,17594,37,49137,0.040012547234501976,16501,112817,5485,97108,4428,0.120373207277396,"Jackson County, Mississippi",35713,23354,0.7268046482284226,4961,10497,0.7083935162895202,12183,9
805,286,0.24305355807398032,1544,Jasper County,28,4225,061,9059,17383,0.5211413449922337,Mississippi,14713,495,1668,39.4,6817,0.005004889834896163,1329,15685,87,8026,807,0.07645400678824138,"Jasper County, Mississippi",5700,16386,0.8361449317881766,26,1827,0.4617154691365127,1578,0
535,407,0.2728983688833124,541,Jefferson County,28,2175,063,6865,7970,0.8613550815558344,Mississippi,7146,212,662,41,2831,0.0,1099,7134,0,1095,528,0.13789209535759098,"Jefferson County, Mississippi",2123,13347,0.7499116919816319,15,152,0.13739021329987453,747,0
455,65,0.2198010421601137,1068,Jefferson Davis County,28,2784,065,7487,12666,0.5911100584241276,Mississippi,11116,332,940,39.7,4904,0.004184430759513659,1027,11571,53,4959,631,0.08108321490604768,"Jefferson Davis County, Mississippi",4009,14617,0.8174959216965743,239,361,0.3915206063477025,1019,0
1757,1058,0.20033063267008222,5181,Jones County,28,13451,067,18648,67144,0.27773144286905754,Mississippi,53391,1590,7210,37,25060,0.045350291909924935,6819,57898,3045,44469,1941,0.10155784582390087,"Jones County, Mississippi",18478,19189,0.7373503591380687,838,5191,0.6622929822471106,6770,54
853,108,0.23724928366762177,1007,Kemper County,28,2484,069,6273,10470,0.5991404011461318,Mississippi,9100,309,643,37.7,3793,0.006303724928366762,617,8895,66,3781,722,0.058930276981852915,"Kemper County, Mississippi",2898,14565,0.7640390192459794,142,488,0.361127029608405,1008,12
3367,1622,0.1102727926906387,2529,Lafayette County,28,5057,071,10956,45859,0.23890621252098826,Mississippi,27768,169,8303,26.8,16418,0.022634597352755186,9690,31612,1038,32503,2463,0.2112998538999978,"Lafayette County, Mississippi",9831,17161,0.598794006578146,3053,1655,0.7087594583396934,12487,0
4693,1378,0.14901348960216138,3233,Lamar County,28,7832,073,9138,52559,0.17386175536064233,Mississippi,36335,573,9348,33.4,20345,0.020491257444015296,10375,41643,1077,41020,3076,0.19739721075362926,"Lamar County, Mississippi",14265,25391,0.7011550749569919,1487,2127,0.7804562491676021,6034,11
2799,2482,0.19638561803412882,5714,Lauderdale County,28,15594,075,33090,79405,0.4167243876330206,Mississippi,58862,445,9753,36.6,30231,0.017744474529311757,9657,62181,1409,43591,2159,0.1216170266356023,"Lauderdale County, Mississippi",19956,18332,0.6601170983427608,4087,2919,0.5489704678546691,8169,0
656,414,0.25829748002458514,1098,Lawrence County,28,3362,077,4177,13016,0.3209127228027044,Mississippi,10371,442,1389,38.2,4983,0.01559618930547019,1001,11472,203,8603,538,0.07690534726490474,"Lawrence County, Mississippi",4067,19364,0.816174994982942,113,774,0.6609557467732022,1151,0
1481,342,0.22393510850639148,1711,Leake County,28,5273,079,9561,23547,0.4060389858580711,Mississippi,20074,743,2180,32.9,7500,0.03949547713084469,1342,20267,930,11695,1310,0.05699239818235869,"Leake County, Mississippi",5895,16295,0.786,210,1514,0.49666624198411685,2356,74
4043,1124,0.18167865825209342,5598,Lee County,28,14797,081,21875,81446,0.2685828647201827,Mississippi,62619,271,10345,35.7,31508,0.022861773444981952,11015,67415,1862,56514,2859,0.13524298308081428,"Lee County, Mississippi",21895,21547,0.6949028818077948,1287,7337,0.6938830636249785,6832,23
778,685,0.17457488900299012,1951,Leflore County,28,5780,083,23465,33109,0.7087196834697514,Mississippi,28485,523,2695,32.4,11271,0.022350418315261713,3319,29556,740,8424,1400,0.10024464647074814,"Leflore County, Mississippi",5779,13297,0.5127317895483986,251,1745,0.25443232957806033,3989,0
631,602,0.2360637744786552,2525,Lincoln County,28,8173,085,10384,34622,0.29992490324071397,Mississippi,27685,872,4031,37.4,13269,0.010513546300040437,3916,31125,364,23589,1111,0.11310727283230317,"Lincoln County, Mississippi",10281,19710,0.7748134750169569,475,1374,0.6813297903067413,2842,0
1858,2391,0.19274738576376046,3973,Lowndes County,28,11465,087,25751,59482,0.43292088362866077,Mississippi,41206,279,6335,36,23067,0.016122524461181533,7582,48394,959,31933,1671,0.1274671329141589,"Lowndes County, Mississippi",15277,20291,0.6622881172237396,2230,3979,0.5368514844827007,6289,0
4770,1667,0.1234087425397067,4855,Madison County,28,11352,089,35126,91987,0.38185830606498744,Mississippi,66136,530,20297,35.4,34708,0.02664506941198213,24955,77356,2451,52050,3843,0.27128833422113996,"Madison County, Mississippi",24201,30551,0.6972744035957128,2330,3611,0.5658408253340146,8199,0
735,396,0.24826220195829285,2053,Marion County,28,6643,091,8956,26758,0.3347036400328874,Mississippi,21960,1000,2466,37,9651,0.004260408102249795,2182,23160,114,17470,1067,0.08154570595709694,"Marion County, Mississippi",7747,16390,0.8027147445860533,438,682,0.6528888556693325,2370,0
1168,895,0.23658180638884385,2624,Marshall County,28,8754,093,17662,37002,0.4773255499702719,Mississippi,18362,123,2831,38.1,12738,0.026593157126641804,2491,32183,984,17953,1128,0.06732068536835847,"Marshall County, Mississippi",9870,19517,0.7748469147432878,650,2826,0.4851899897302849,3742,0
1100,626,0.24411244031972534,3163,Monroe County,28,9101,095,11353,37282,0.3045169250576686,Mississippi,30436,282,3888,38.8,14725,0.009495198755431575,3276,32948,354,25186,1474,0.08787082238077357,"Monroe County, Mississippi",11598,18633,0.7876400679117148,216,3883,0.6755538865940668,3206,17
174,46,0.1988687376548752,894,Montgomery County,28,2215,097,5151,11138,0.4624708206141138,Mississippi,10097,258,1175,39.8,4347,0.0036810917579457713,1180,9982,41,5897,241,0.10594361644819537,"Montgomery County, Mississippi",3306,16303,0.7605244996549344,133,701,0.5294487340635662,1088,0
1470,668,0.19783381282788967,2051,Neshoba County,28,5845,099,6173,29545,0.20893552208495517,Mississippi,25090,731,3206,35.3,10597,0.0180064308681672,2293,25294,532,17958,814,0.07761042477576578,"Neshoba County, Mississippi",8070,16856,0.7615362838539209,222,1175,0.6078185818243358,2659,193
932,306,0.21962616822429906,1685,Newton County,28,4794,101,6701,21828,0.30699102070734835,Mississippi,18102,359,2410,37.6,7989,0.013652189847901777,1751,18601,298,13735,968,0.08021806853582554,"Newton County, Mississippi",6416,17135,0.8031042683690074,294,1493,0.6292376763789628,2431,0
142,248,0.18889929343662212,833,Noxubee County,28,2219,103,8227,11747,0.700349025283051,Mississippi,9924,171,759,37,4169,0.0036605090661445475,971,10970,43,3271,323,0.08265940240061292,"Noxubee County, Mississippi",3082,13631,0.7392660110338211,106,1058,0.27845407338043754,1124,0
4048,1678,0.1065357089127211,2452,Oktibbeha County,28,4957,105,17039,46529,0.3662017236562144,Mississippi,33300,262,8333,25.1,17933,0.015216316705710418,9320,32545,708,27157,2047,0.20030518601302413,"Oktibbeha County, Mississippi",9135,13885,0.5093960854290972,2171,1666,0.583657503922285,14427,0
1109,259,0.20884365476395836,2479,Panola County,28,7264,107,16962,34782,0.4876660341555977,Mississippi,26278,241,3307,35.8,12325,0.014317750560634812,2760,30416,498,17145,1479,0.07935138864930136,"Panola County, Mississippi",9401,18203,0.7627586206896552,676,1970,0.492927376229084,3235,0
1412,2340,0.22668669420453122,4779,Pearl River County,28,12677,109,6961,55923,0.1244747241743111,Mississippi,26190,752,6584,38.4,20628,0.027609391484720063,5426,47321,1544,46339,1296,0.09702626826171701,"Pearl River County, Mississippi",16082,20194,0.7796199340701958,2162,2461,0.82862149741609,5196,44
253,219,0.23834027607612512,1033,Perry County,28,2918,111,2632,12243,0.21497998856489423,Mississippi,9928,149,1231,38.6,4753,0.0,807,11012,0,9490,381,0.06591521685861308,"Perry County, Mississippi",3965,20812,0.8342099726488533,111,1062,0.7751368128726619,946,0
1166,1206,0.2028845199086486,3029,Pike County,28,8173,113,20377,40284,0.505833581570847,Mississippi,31167,783,3855,37,14785,0.012238109423096019,4071,33840,493,18843,1650,0.10105749180816205,"Pike County, Mississippi",10785,17325,0.7294555292526209,1388,1960,0.4677539469764671,3466,16
988,528,0.23883074213325203,1998,Pontotoc County,28,7051,115,3955,29523,0.13396335060800055,Mississippi,23088,159,3044,35.9,10200,0.0523320800731633,2160,25724,1545,23534,1292,0.07316329641296616,"Pontotoc County, Mississippi",7916,20428,0.7760784313725491,416,3555,0.7971412119364564,2645,0
1224,306,0.20979103537837945,2190,Prentiss County,28,5331,117,3384,25411,0.13317067411750816,Mississippi,19840,213,2467,38.3,9570,0.008146078469953957,1940,21850,207,21397,812,0.07634489000826414,"Prentiss County, Mississippi",7596,18234,0.793730407523511,346,3028,0.8420369131478493,2943,0
208,234,0.17284528125365453,645,Quitman County,28,1478,119,5991,8551,0.7006198105484739,Mississippi,7560,258,610,37.6,3173,0.0,595,7199,0,2539,506,0.06958250497017893,"Quitman County, Mississippi",2187,14729,0.6892530728017648,241,283,0.2969243363349316,828,0
8045,2406,0.17542213206471127,9131,Rankin County,28,24300,121,26153,138523,0.18879897201186807,Mississippi,102400,921,26238,35.7,51774,0.02466016473798575,25736,113280,3416,106368,6132,0.18578864159742425,"Rankin County, Mississippi",39261,28929,0.7583149843550817,3009,5144,0.7678724832699263,11665,18
933,522,0.23151171043293114,1850,Scott County,28,6524,123,10969,28180,0.38924769339957416,Mississippi,23087,683,2549,35.3,9811,0.09403832505322925,1832,23579,2650,14544,1272,0.06501064584811923,"Scott County, Mississippi",7891,18604,0.804301294465396,320,3140,0.5161107168204401,2729,0
137,30,0.19241192411924118,324,Sharkey County,28,923,125,3512,4797,0.7321242443193663,Mississippi,4330,204,554,37.5,1651,0.003335417969564311,557,4149,16,1265,227,0.11611423806545758,"Sharkey County, Mississippi",1106,15775,0.6698970321017566,57,127,0.26370648321867834,466,0
1267,415,0.2286854034451496,2153,Simpson County,28,6306,127,9624,27575,0.349011786038078,Mississippi,23010,733,2753,37.6,10343,0.01414324569356301,2568,24034,390,17299,1704,0.09312783318223028,"Simpson County, Mississippi",7921,20372,0.765831963646911,323,1050,0.6273436083408885,2408,0
591,74,0.25129234324636623,1401,Smith County,28,4132,129,3920,16443,0.23839931885908897,Mississippi,14434,593,2026,38.4,6052,0.00875752599890531,1588,15111,144,12327,505,0.0965760505990391,"Smith County, Mississippi",5254,18286,0.8681427627230668,109,1341,0.7496807151979565,1368,0
1258,186,0.20132364238019262,1316,Stone County,28,3407,131,3317,16923,0.19600543638834722,Mississippi,11539,437,1733,35.9,5995,0.013177332624239202,1471,14042,223,13168,677,0.086923122377829,"Stone County, Mississippi",4643,21518,0.7744787322768975,574,750,0.7781126277846717,1885,0
2244,399,0.18977838971938107,1636,Sunflower County,28,5789,133,22072,30504,0.7235772357723578,Mississippi,26568,834,2211,33.2,8534,0.012817991083136637,2491,25144,391,7838,2183,0.08166142145292421,"Sunflower County, Mississippi",4885,13572,0.5724162174830092,559,987,0.2569499082087595,3852,0
361,358,0.21866404715127702,1003,Tallahatchie County,28,3339,135,8812,15270,0.577079240340537,Mississippi,12913,602,1134,35.7,4739,0.04721676489849378,885,13442,721,5638,636,0.05795677799607073,"Tallahatchie County, Mississippi",3439,12973,0.7256805233171555,488,657,0.36922069417157827,1828,0
1045,616,0.2037023902404426,2072,Tate County,28,5744,137,8484,28198,0.3008724022980353,Mississippi,14608,200,3127,36,9950,0.019930491524221577,2488,24727,562,18715,834,0.08823320802893822,"Tate County, Mississippi",7540,20379,0.7577889447236181,204,1328,0.6636995531597986,3288,0
745,156,0.23857591051698268,1740,Tippah County,28,5247,139,3347,21993,0.15218478606829447,Mississippi,16176,184,1922,38.1,8591,0.03837584686036466,1510,18558,844,17367,911,0.06865820943027327,"Tippah County, Mississippi",6454,17374,0.7512513095099522,240,2805,0.7896603464738781,1904,0
212,506,0.27059124648067573,1904,Tishomingo County,28,5286,141,618,19535,0.03163552597901203,Mississippi,12144,132,1635,42.1,7709,0.025902226772459687,1444,16846,506,18271,895,0.07391860762733556,"Tishomingo County, Mississippi",6149,16817,0.7976391231028668,497,2069,0.9352956232403379,1453,0
625,538,0.19164278450587038,597,Tunica County,28,2073,143,7893,10817,0.7296847554774891,Mississippi,7597,364,794,31.2,4039,0.020430803365073497,958,8266,221,2572,741,0.08856429694000185,"Tunica County, Mississippi",2105,16889,0.5211686060906164,410,143,0.23777387445687345,965,0
1175,298,0.22472327464527153,2122,Union County,28,6050,145,3713,26922,0.13791694524923853,Mississippi,20797,134,2567,37.3,10163,0.03837010623282074,2580,22937,1033,21669,964,0.09583240472476041,"Union County, Mississippi",7717,20212,0.7593230345370462,357,2752,0.8048807666592378,2115,11
385,347,0.21783644558918222,1269,Walthall County,28,3383,147,7189,15530,0.46291049581455246,Mississippi,11559,478,1665,36.6,5476,0.012942691564713458,1411,13507,201,8164,554,0.09085640695428203,"Walthall County, Mississippi",4600,16454,0.8400292184075968,603,788,0.525692208628461,1327,0
1351,1328,0.17428922069952957,3450,Warren County,28,8521,149,22599,48890,0.4622417672325629,Mississippi,37932,313,6885,37.5,19267,0.018858662303129475,7782,41308,922,24580,1410,0.15917365514420126,"Warren County, Mississippi",12958,21654,0.6725489178387917,1153,2415,0.5027613008795254,4075,15
884,1147,0.17800019063959585,3352,Washington County,28,9337,151,36522,52455,0.6962539319416643,Mississippi,44022,705,5183,34.8,19039,0.01067581736726718,5683,42009,560,14631,1648,0.10834048231817749,"Washington County, Mississippi",10702,15791,0.5621093544829036,1429,1847,0.27892479267943954,5122,8
429,141,0.24915359305707882,1645,Wayne County,28,5225,153,8137,20971,0.3880120165943446,Mississippi,17133,870,1666,37.2,8375,0.010252253111439607,1530,18760,215,12533,442,0.0729578942348958,"Wayne County, Mississippi",6867,16670,0.8199402985074626,156,1426,0.5976348290496399,1868,0
565,137,0.2326659433869218,829,Webster County,28,2359,155,1921,10139,0.18946641680639117,Mississippi,8344,174,1120,39.4,3892,0.012131373902751751,1165,8481,123,7912,492,0.11490285037972187,"Webster County, Mississippi",2728,17292,0.7009249743062693,59,748,0.7803530920209094,805,0
745,363,0.27676266137040717,722,Wilkinson County,28,2787,157,7056,10070,0.700695134061569,Mississippi,7584,119,762,36.8,3464,0.005759682224428997,604,8555,58,2927,628,0.05998013902681231,"Wilkinson County, Mississippi",2598,14576,0.75,264,325,0.2906653426017875,1012,0
261,196,0.24770358138094747,1648,Winston County,28,4800,159,9070,19378,0.46805655898441534,Mississippi,17125,277,1827,38.9,7360,0.003457529156775725,1895,17250,67,10164,1228,0.09779130973268656,"Winston County, Mississippi",5837,17315,0.793070652173913,270,1650,0.5245123335741563,1634,0
499,68,0.24632838604398166,1139,Yalobusha County,28,3170,161,4969,12869,0.38612168777682804,Mississippi,10603,92,970,39.9,4981,0.00676043204600202,1048,11446,87,7769,349,0.08143600901390939,"Yalobusha County, Mississippi",3610,16722,0.7247540654487051,12,1066,0.6036988110964333,1224,0
541,657,0.23315259488768397,1718,Yazoo County,28,6622,163,16347,28402,0.5755580592915992,Mississippi,22367,424,2367,34.8,8640,0.029258502922329413,2216,23850,831,10764,853,0.0780226744595451,"Yazoo County, Mississippi",5506,14052,0.6372685185185185,749,1275,0.3789873952538554,2504,0
2103,1081,0.2035157021528738,1638,Adair County,29,5152,001,418,25315,0.016511949437092634,Missouri,16375,260,4287,28.5,9584,0.02109421291724274,3482,18167,534,23535,1719,0.13754690894726446,"Adair County, Missouri",5853,14406,0.6107053422370617,1161,956,0.9296859569425242,6711,0
1186,113,0.2821357168058332,1389,Andrew County,29,4798,003,67,17006,0.003939785957897212,Missouri,12937,367,2759,41,6633,0.014171468893331766,2364,14400,241,16388,796,0.1390097612607315,"Andrew County, Missouri",5216,26463,0.7863711744308759,238,1375,0.9636598847465601,1274,0
38,156,0.28170710721046294,574,Atchison County,29,1637,005,1,5811,0.00017208742040956807,Missouri,3426,428,812,45.8,2474,0.003958010669420065,877,5102,23,5659,438,0.15092066769919119,"Atchison County, Missouri",1792,21603,0.7243330638641875,70,253,0.9738427120977456,376,0
1448,273,0.3017442765924311,1983,Audrain County,29,7750,007,1787,25684,0.06957638997040959,Missouri,20183,512,2686,38.3,9532,0.024178476872761253,2425,21805,621,22824,1335,0.09441675751440586,"Audrain County, Missouri",7291,22476,0.7648971884179605,517,1726,0.8886466282510512,1987,0
1489,860,0.27524962940172853,3445,Barry County,29,9841,009,28,35753,0.000783151064246357,Missouri,18640,705,3960,40.3,14256,0.07487483567812492,2970,29935,2677,31787,2041,0.08306995217184572,"Barry County, Missouri",10683,20004,0.7493686868686869,1374,4063,0.8890722456856768,2724,27
345,349,0.2999841697008073,1078,Barton County,29,3790,011,27,12634,0.00213709039100839,Missouri,7636,321,1545,39.7,4984,0.01472217824916891,1102,11128,186,11989,556,0.08722494855152763,"Barton County, Missouri",3779,20944,0.7582263242375602,216,1054,0.9489472851036884,928,0
647,513,0.32132850805510155,1549,Bates County,29,5505,013,110,17132,0.006420733130982956,Missouri,11960,567,1782,40.7,6605,0.014592575297688535,1348,14900,250,16423,838,0.07868316600513658,"Bates County, Missouri",4939,20288,0.7477668433005299,343,923,0.9586154564557553,1301,9
733,660,0.3417127799736495,2885,Benton County,29,6484,015,7,18975,0.0003689064558629776,Missouri,11643,424,1791,50.6,8273,0.0091699604743083,1790,17047,174,18248,924,0.09433465085638999,"Benton County, Missouri",6947,18119,0.8397195696845159,420,972,0.9616864295125165,1219,0
633,18,0.3006026516673363,1183,Bollinger County,29,3741,017,29,12445,0.0023302531137002814,Missouri,9608,155,1028,41.9,4807,0.007231820008035355,855,10494,90,12129,616,0.06870229007633588,"Bollinger County, Missouri",3785,17816,0.7873933846473892,164,973,0.9746082764162314,979,33
10271,5961,0.13396850702550184,7545,Boone County,29,21176,019,13794,158067,0.08726679193000436,Missouri,98420,654,36039,29.5,63420,0.02939259934078587,40995,112078,4646,128853,6269,0.25935204691681374,"Boone County, Missouri",36519,22494,0.5758278145695365,5154,4855,0.8151796390138359,34003,107
4254,2247,0.26256590509666083,6155,Buchanan County,29,23157,021,3885,88195,0.04405011621974035,Missouri,63162,562,11909,37.1,33913,0.046782697431827204,11229,67793,4126,76971,3717,0.1273201428652418,"Buchanan County, Missouri",23024,21852,0.6789136909149883,3011,6920,0.8727365496910255,9435,20
1739,1279,0.24671866531564438,3827,Butler County,29,10470,023,2200,42437,0.05184155336145345,Missouri,30737,353,5216,40.4,17071,0.017249098663901785,4067,33099,732,38270,1740,0.09583618069137781,"Butler County, Missouri",11462,18495,0.6714310819518482,871,2993,0.9018073850649198,3433,20
250,142,0.31023454157782515,785,Caldwell County,29,2910,025,61,9380,0.00650319829424307,Missouri,6758,313,1051,41.2,3759,0.013432835820895522,749,8540,126,9046,843,0.07985074626865672,"Caldwell County, Missouri",2805,23363,0.7462090981644054,149,497,0.9643923240938166,652,5
3139,725,0.2478466494550938,2855,Callaway County,29,10848,027,1918,43769,0.04382096917909936,Missouri,31120,559,6339,37.2,16643,0.017478123786241404,5794,34633,765,39755,2652,0.13237679636272248,"Callaway County, Missouri",12553,24954,0.7542510364717899,875,1683,0.9082912563686627,5170,0
2270,714,0.265889658688046,5555,Camden County,29,11475,029,216,43157,0.005004981810598512,Missouri,24063,308,6344,47.8,18349,0.022198021178487848,6702,36162,958,41232,2101,0.1552934634010705,"Camden County, Missouri",14914,22889,0.8127963376750776,1466,1729,0.9553954167342493,2868,58
4135,1800,0.21624059340629753,5121,Cape Girardeau County,29,16063,031,4936,74283,0.06644858177510332,Missouri,53483,498,11629,36.3,29624,0.01922377933039861,12738,58315,1428,65780,2788,0.17147934251443803,"Cape Girardeau County, Missouri",19971,22029,0.6741493383742911,2091,4253,0.8855323559899304,10456,0
266,18,0.30690564048497626,843,Carroll County,29,2911,033,142,9485,0.014971006852925671,Missouri,7854,474,1412,42,3868,0.011808118081180811,1170,8760,112,9093,573,0.12335266209804956,"Carroll County, Missouri",3025,23191,0.78205791106515,49,632,0.9586715867158672,683,12
243,104,0.2572870867936818,588,Carter County,29,1580,035,18,6141,0.0029311187103077674,Missouri,4491,154,693,41.5,2435,0.014492753623188406,457,5373,89,5864,158,0.07441784725614721,"Carter County, Missouri",1880,15660,0.7720739219712526,46,438,0.9548933398469305,508,26
4919,2196,0.24138814319965574,7060,Cass County,29,23559,037,3087,97598,0.031629746511199,Missouri,59084,667,15533,37.4,36399,0.03791061292239595,13651,81533,3700,87894,4233,0.13986966946043977,"Cass County, Missouri",29139,30058,0.800543970988214,2271,5169,0.9005717330273161,7546,44
523,151,0.3214108296075509,1661,Cedar County,29,4529,039,0,14091,0.0,Missouri,8200,300,1451,44.5,6135,0.012561209282520759,1166,11734,177,13561,688,0.08274785323965651,"Cedar County, Missouri",4678,17582,0.7625101874490627,373,732,0.9623873394365198,970,28
270,36,0.3282937365010799,753,Chariton County,29,2584,041,174,7871,0.022106466776775507,Missouri,6686,366,1115,45.1,3145,0.006606530301105323,789,7115,52,7578,353,0.10024139245330961,"Chariton County, Missouri",2518,22416,0.8006359300476947,9,407,0.9627747427264642,559,0
5458,2128,0.20315281298883434,5194,Christian County,29,15065,043,550,74156,0.007416797022493123,Missouri,42230,308,12785,36,28385,0.024799072226117914,12979,59952,1839,69997,3890,0.17502292464534225,"Christian County, Missouri",21480,25910,0.7567377135811167,2029,3175,0.9439155294244566,5612,39
